date,store,item,sales
2014-03-18,5,3,17
2014-03-18,7,28,58
2014-03-18,4,41,14
2014-03-18,2,5,20
2014-03-19,10,24,63
2014-03-19,1,28,85
2014-03-20,2,3,42
2014-03-20,9,23,30
2014-03-20,4,24,44
2014-03-21,10,36,79
2014-03-21,6,24,51
2014-03-21,5,10,51
2014-03-21,6,3,22
2014-03-21,3,48,49
2014-03-21,1,49,28
2014-03-21,8,26,55
2014-03-21,3,38,75
2014-03-21,3,14,54
2014-03-21,2,25,100
2014-03-21,8,8,90
2014-03-22,10,27,30
2014-03-22,6,50,56
2014-03-22,5,23,26
2014-03-22,4,3,40
2014-03-22,3,21,43
2014-03-22,9,47,20
2014-03-23,6,34,26
2014-03-23,2,29,87
2014-03-23,6,39,29
2014-03-23,3,25,100
2014-03-23,6,42,31
2014-03-24,5,34,14
2014-03-24,1,32,21
2014-03-24,7,36,34
2014-03-24,1,45,56
2014-03-24,5,44,20
2014-03-24,8,50,47
2014-03-24,2,4,18
2014-03-24,10,28,63
2014-03-25,1,32,32
2014-03-25,8,36,66
2014-03-25,9,33,43
2014-03-25,1,31,35
2014-03-25,1,29,42
2014-03-25,9,37,24
2014-03-25,4,45,53
2014-03-26,3,11,64
2014-03-26,4,17,21
2014-03-26,1,16,15
2014-03-26,9,22,65
2014-03-26,3,6,57
2014-03-27,9,24,71
2014-03-27,8,21,46
2014-03-27,7,27,11
2014-03-27,4,45,69
2014-03-28,2,25,105
2014-03-28,9,27,27
2014-03-28,6,25,61
2014-03-28,9,48,41
2014-03-28,7,36,57
2014-03-28,10,32,49
2014-03-28,3,21,41
2014-03-28,3,14,61
2014-03-29,9,49,32
2014-03-29,9,38,76
2014-03-29,5,50,52
2014-03-29,4,7,64
2014-03-29,5,20,43
2014-03-29,7,37,21
2014-03-29,1,13,82
2014-03-30,9,13,91
2014-03-30,6,49,22
2014-03-30,5,40,22
2014-03-30,5,20,43
2014-03-30,7,36,57
2014-03-30,4,49,29
2014-03-30,3,25,84
2014-03-30,9,27,23
2014-03-30,3,8,90
2014-03-30,1,22,74
2014-03-31,3,6,59
2014-03-31,3,27,8
2014-03-31,8,18,75
2014-03-31,4,13,62
2014-04-01,9,3,32
2014-04-01,3,45,87
2014-04-01,7,43,34
2014-04-02,7,49,16
2014-04-02,1,14,44
2014-04-02,5,50,43
2014-04-02,6,43,41
2014-04-02,7,20,31
2014-04-02,4,40,35
2014-04-03,10,27,20
2014-04-03,1,46,57
2014-04-03,2,34,26
2014-04-03,7,23,30
2014-04-03,9,47,24
2014-04-04,10,47,29
2014-04-04,5,2,34
2014-04-04,7,15,63
2014-04-04,3,4,27
2014-04-05,5,4,12
2014-04-05,9,8,96
2014-04-05,3,28,136
2014-04-05,9,48,67
2014-04-05,7,14,49
2014-04-05,8,8,107
2014-04-05,7,34,20
2014-04-06,9,2,65
2014-04-06,8,46,86
2014-04-06,7,14,44
2014-04-06,4,32,53
2014-04-06,5,30,36
2014-04-07,1,4,20
2014-04-07,4,13,71
2014-04-07,8,10,78
2014-04-07,8,7,52
2014-04-08,8,25,93
2014-04-08,10,20,46
2014-04-08,6,17,25
2014-04-08,3,40,21
2014-04-08,5,2,43
2014-04-08,5,5,6
2014-04-09,1,10,66
2014-04-09,9,4,31
2014-04-09,6,7,44
2014-04-09,7,37,22
2014-04-09,3,27,28
2014-04-09,4,19,50
2014-04-09,4,22,70
2014-04-10,9,18,91
2014-04-10,6,7,48
2014-04-10,8,2,71
2014-04-11,4,4,23
2014-04-11,5,34,22
2014-04-11,1,17,28
2014-04-11,6,20,33
2014-04-11,10,6,80
2014-04-11,5,5,22
2014-04-11,7,35,43
2014-04-12,3,48,62
2014-04-12,5,19,41
2014-04-12,4,35,72
2014-04-12,1,48,43
2014-04-13,4,41,31
2014-04-13,7,8,61
2014-04-14,2,43,42
2014-04-15,6,6,40
2014-04-15,6,11,39
2014-04-15,2,32,68
2014-04-15,9,37,35
2014-04-15,9,5,14
2014-04-15,5,22,44
2014-04-15,7,3,20
2014-04-15,5,3,26
2014-04-16,7,24,36
2014-04-16,4,16,18
2014-04-16,10,9,60
2014-04-16,4,3,43
2014-04-16,7,38,43
2014-04-16,6,30,22
2014-04-17,1,20,51
2014-04-17,2,6,89
2014-04-17,3,46,77
2014-04-17,9,48,65
2014-04-18,5,15,90
2014-04-18,9,22,79
2014-04-18,2,20,63
2014-04-18,4,49,34
2014-04-18,10,4,24
2014-04-18,4,16,27
2014-04-19,8,30,68
2014-04-19,1,29,68
2014-04-19,3,7,89
2014-04-19,6,20,45
2014-04-20,7,25,74
2014-04-20,2,9,89
2014-04-20,9,30,50
2014-04-20,8,3,55
2014-04-20,9,16,33
2014-04-21,5,19,33
2014-04-21,1,4,13
2014-04-21,9,50,59
2014-04-21,5,9,20
2014-04-22,1,29,61
2014-04-22,7,21,27
2014-04-22,4,19,40
2014-04-23,2,24,95
2014-04-23,1,23,33
2014-04-23,10,33,70
2014-04-23,6,21,29
2014-04-24,6,18,67
2014-04-24,1,27,26
2014-04-24,3,26,62
2014-04-24,9,26,41
2014-04-24,4,50,62
2014-04-24,7,50,40
2014-04-24,10,18,87
2014-04-24,3,19,48
2014-04-25,2,18,127
2014-04-25,8,49,42
2014-04-25,2,40,44
2014-04-25,2,19,46
2014-04-25,1,16,28
2014-04-25,1,8,66
2014-04-25,9,47,26
2014-04-26,10,19,42
2014-04-26,7,7,44
2014-04-27,2,18,128
2014-04-27,8,29,99
2014-04-28,8,2,57
2014-04-28,10,7,67
2014-04-28,4,3,35
2014-04-28,5,9,36
2014-04-29,3,3,43
2014-04-30,3,50,76
2014-04-30,6,6,41
2014-04-30,1,43,38
2014-04-30,3,31,70
2014-04-30,9,17,33
2014-04-30,7,1,18
2014-04-30,2,11,80
2014-04-30,4,29,79
2014-05-01,8,47,24
2014-05-01,2,44,33
2014-05-01,6,18,62
2014-05-02,4,45,97
2014-05-02,8,18,114
2014-05-02,3,27,29
2014-05-02,3,24,90
2014-05-02,2,46,94
2014-05-02,4,34,31
2014-05-02,3,29,70
2014-05-02,9,27,19
2014-05-03,8,3,52
2014-05-03,5,50,54
2014-05-03,6,31,53
2014-05-03,3,14,90
2014-05-04,3,3,52
2014-05-04,5,45,101
2014-05-04,3,14,99
2014-05-04,1,14,68
2014-05-04,8,13,147
2014-05-04,7,28,68
2014-05-05,7,15,54
2014-05-05,6,8,51
2014-05-05,4,14,52
2014-05-05,7,36,49
2014-05-05,5,7,39
2014-05-05,2,27,22
2014-05-06,1,21,26
2014-05-06,5,15,59
2014-05-06,6,19,35
2014-05-06,7,12,47
2014-05-06,4,19,41
2014-05-06,7,30,24
2014-05-07,9,27,32
2014-05-07,6,32,39
2014-05-07,9,29,79
2014-05-07,3,9,54
2014-05-07,2,42,44
2014-05-07,10,12,68
2014-05-07,8,42,45
2014-05-07,3,8,89
2014-05-07,9,35,69
2014-05-07,7,47,11
2014-05-08,7,41,15
2014-05-08,4,12,83
2014-05-08,6,30,40
2014-05-08,3,27,33
2014-05-08,9,26,59
2014-05-08,2,45,93
2014-05-08,3,3,43
2014-05-09,1,23,35
2014-05-09,1,46,60
2014-05-09,8,17,34
2014-05-09,3,48,67
2014-05-09,8,49,35
2014-05-09,8,50,90
2014-05-09,8,44,44
2014-05-10,10,4,24
2014-05-10,9,3,43
2014-05-11,3,16,42
2014-05-11,7,29,65
2014-05-11,9,15,109
2014-05-11,2,2,89
2014-05-11,9,34,28
2014-05-11,6,36,75
2014-05-12,6,41,13
2014-05-12,7,4,15
2014-05-12,3,21,38
2014-05-12,5,48,23
2014-05-12,9,33,59
2014-05-13,4,46,63
2014-05-13,7,2,53
2014-05-13,6,46,43
2014-05-13,3,4,24
2014-05-13,4,27,22
2014-05-13,10,27,23
2014-05-13,9,44,31
2014-05-13,1,19,37
2014-05-13,8,23,32
2014-05-14,1,33,50
2014-05-14,8,43,50
2014-05-14,7,49,20
2014-05-14,8,39,63
2014-05-14,10,4,30
2014-05-15,9,49,35
2014-05-15,10,19,53
2014-05-15,9,13,107
2014-05-15,4,44,24
2014-05-15,9,26,58
2014-05-15,1,3,42
2014-05-15,7,47,14
2014-05-16,1,39,36
2014-05-16,7,42,33
2014-05-16,10,3,57
2014-05-16,2,1,28
2014-05-16,5,33,53
2014-05-16,1,28,95
2014-05-17,7,45,56
2014-05-17,3,40,47
2014-05-17,2,11,108
2014-05-17,5,34,18
2014-05-17,5,4,19
2014-05-17,5,30,40
2014-05-17,8,17,61
2014-05-17,6,46,46
2014-05-17,8,28,110
2014-05-18,3,27,38
2014-05-18,7,44,28
2014-05-18,8,24,107
2014-05-18,7,36,50
2014-05-18,1,43,63
2014-05-18,6,30,38
2014-05-18,3,19,51
2014-05-18,1,8,89
2014-05-18,1,32,48
2014-05-19,6,3,23
2014-05-19,4,19,38
2014-05-19,4,47,10
2014-05-19,10,37,29
2014-05-19,2,37,30
2014-05-20,1,45,70
2014-05-20,6,33,46
2014-05-20,3,19,49
2014-05-21,7,48,37
2014-05-21,2,37,29
2014-05-21,6,22,53
2014-05-21,6,47,22
2014-05-21,10,14,62
2014-05-21,8,34,44
2014-05-21,7,34,16
2014-05-21,6,44,15
2014-05-22,10,5,22
2014-05-22,8,10,110
2014-05-22,10,50,69
2014-05-22,9,43,78
2014-05-23,2,7,83
2014-05-23,10,41,23
2014-05-23,2,15,100
2014-05-23,6,47,15
2014-05-23,1,12,68
2014-05-23,1,27,21
2014-05-24,2,18,132
2014-05-24,7,30,30
2014-05-24,3,22,99
2014-05-24,4,12,86
2014-05-24,5,39,44
2014-05-24,3,26,78
2014-05-25,4,12,91
2014-05-25,8,43,75
2014-05-25,4,17,43
2014-05-25,1,2,88
2014-05-25,4,38,110
2014-05-26,1,33,53
2014-05-26,5,15,63
2014-05-26,5,1,13
2014-05-26,7,49,17
2014-05-26,1,8,57
2014-05-27,1,42,38
2014-05-27,7,34,17
2014-05-27,5,44,24
2014-05-28,2,21,46
2014-05-28,10,24,85
2014-05-28,3,11,72
2014-05-28,4,48,55
2014-05-28,4,30,39
2014-05-28,10,14,66
2014-05-28,9,8,79
2014-05-29,7,25,60
2014-05-29,2,29,90
2014-05-29,5,39,39
2014-05-29,2,47,35
2014-05-29,3,49,43
2014-05-29,3,30,46
2014-05-29,1,48,49
2014-05-29,8,23,40
2014-05-30,1,16,32
2014-05-30,10,10,95
2014-05-30,10,42,49
2014-05-30,6,40,29
2014-05-30,6,4,16
2014-05-30,6,10,77
2014-05-30,10,6,65
2014-05-30,7,39,34
2014-05-31,3,30,52
2014-05-31,9,13,102
2014-06-01,1,21,54
2014-06-01,6,44,33
2014-06-01,5,44,40
2014-06-01,4,41,23
2014-06-01,1,5,22
2014-06-01,3,20,86
2014-06-02,6,28,58
2014-06-02,4,29,79
2014-06-02,1,16,25
2014-06-02,2,44,30
2014-06-02,9,31,61
2014-06-02,7,45,55
2014-06-03,4,16,28
2014-06-03,8,48,61
2014-06-03,1,27,24
2014-06-03,1,30,30
2014-06-03,2,17,50
2014-06-04,5,40,21
2014-06-04,6,24,47
2014-06-04,6,7,44
2014-06-04,5,9,46
2014-06-05,1,10,77
2014-06-05,2,47,29
2014-06-05,9,48,63
2014-06-05,7,17,27
2014-06-05,1,26,54
2014-06-05,3,3,45
2014-06-05,3,50,95
2014-06-05,9,6,72
2014-06-05,9,40,32
2014-06-06,1,28,90
2014-06-06,1,4,26
2014-06-06,10,14,68
2014-06-06,8,37,49
2014-06-06,10,2,81
2014-06-06,2,46,109
2014-06-07,5,2,52
2014-06-07,10,31,84
2014-06-07,4,48,79
2014-06-08,3,17,61
2014-06-08,8,3,66
2014-06-08,1,7,67
2014-06-08,10,34,52
2014-06-08,8,12,125
2014-06-09,4,5,23
2014-06-09,9,17,33
2014-06-09,5,39,37
2014-06-10,4,24,89
2014-06-10,4,9,68
2014-06-10,1,40,25
2014-06-10,5,24,52
2014-06-10,6,9,39
2014-06-10,3,18,101
2014-06-10,6,42,24
2014-06-10,3,41,31
2014-06-10,10,34,31
2014-06-11,2,36,97
2014-06-11,5,13,68
2014-06-11,5,20,36
2014-06-11,10,45,106
2014-06-11,8,30,54
2014-06-11,3,13,105
2014-06-12,8,31,90
2014-06-12,10,4,29
2014-06-12,6,40,22
2014-06-12,2,16,40
2014-06-12,9,32,60
2014-06-12,7,9,42
2014-06-12,6,30,33
2014-06-12,10,13,121
2014-06-13,6,44,21
2014-06-13,5,41,31
2014-06-13,1,4,22
2014-06-13,2,21,62
2014-06-13,6,39,32
2014-06-13,8,14,75
2014-06-14,3,37,42
2014-06-14,8,48,81
2014-06-14,1,25,96
2014-06-14,8,44,54
2014-06-15,8,28,137
2014-06-15,6,43,62
2014-06-15,10,24,94
2014-06-15,6,46,62
2014-06-15,6,5,16
2014-06-15,9,19,68
2014-06-15,9,27,31
2014-06-15,3,5,22
2014-06-15,9,30,50
2014-06-16,3,46,77
2014-06-16,7,41,14
2014-06-16,3,36,78
2014-06-16,1,21,41
2014-06-17,4,43,63
2014-06-17,3,26,65
2014-06-17,3,12,88
2014-06-17,8,26,58
2014-06-17,1,14,80
2014-06-17,6,15,68
2014-06-17,4,31,53
2014-06-18,8,20,60
2014-06-18,10,4,33
2014-06-18,8,47,29
2014-06-18,3,34,26
2014-06-18,7,7,41
2014-06-18,6,31,30
2014-06-18,8,37,42
2014-06-18,8,22,114
2014-06-18,6,20,45
2014-06-19,3,1,29
2014-06-19,10,12,87
2014-06-19,4,46,81
2014-06-19,8,28,135
2014-06-19,7,12,60
2014-06-19,4,50,71
2014-06-19,3,24,87
2014-06-19,1,16,23
2014-06-19,7,34,20
2014-06-19,7,5,16
2014-06-19,5,46,49
2014-06-19,4,25,89
2014-06-20,6,39,38
2014-06-20,3,47,33
2014-06-20,4,26,56
2014-06-20,4,12,96
2014-06-20,9,27,24
2014-06-20,8,30,52
2014-06-21,3,36,115
2014-06-21,1,7,71
2014-06-21,9,12,102
2014-06-21,2,47,37
2014-06-21,10,4,32
2014-06-22,7,24,52
2014-06-22,7,33,59
2014-06-22,6,1,31
2014-06-22,7,44,31
2014-06-22,4,39,62
2014-06-23,2,18,99
2014-06-23,9,18,82
2014-06-23,1,32,37
2014-06-23,2,38,83
2014-06-23,3,7,77
2014-06-23,2,36,88
2014-06-23,3,35,63
2014-06-23,1,12,58
2014-06-23,2,5,11
2014-06-23,6,15,62
2014-06-24,8,25,107
2014-06-24,4,21,50
2014-06-24,8,46,80
2014-06-24,6,36,78
2014-06-25,10,26,53
2014-06-25,4,9,59
2014-06-25,1,8,81
2014-06-25,5,19,39
2014-06-25,9,36,85
2014-06-25,10,24,108
2014-06-25,6,35,37
2014-06-25,7,31,39
2014-06-25,8,36,106
2014-06-25,9,40,30
2014-06-26,7,1,29
2014-06-26,7,44,18
2014-06-26,1,44,30
2014-06-26,8,23,40
2014-06-26,1,31,64
2014-06-27,6,2,62
2014-06-27,6,42,28
2014-06-27,6,21,40
2014-06-27,2,21,65
2014-06-27,5,41,20
2014-06-27,3,7,89
2014-06-27,10,11,107
2014-06-28,3,48,79
2014-06-28,7,31,57
2014-06-28,9,8,120
2014-06-28,8,37,51
2014-06-28,2,10,125
2014-06-28,9,5,38
2014-06-28,4,50,83
2014-06-28,3,45,123
2014-06-29,8,8,130
2014-06-29,4,2,74
2014-06-29,2,40,50
2014-06-30,2,25,77
2014-06-30,10,7,66
2014-06-30,3,36,75
2014-06-30,7,31,42
2014-07-01,2,29,88
2014-07-01,10,39,56
2014-07-01,9,24,75
2014-07-01,7,48,38
2014-07-02,7,16,24
2014-07-02,3,9,66
2014-07-02,4,43,76
2014-07-02,7,8,61
2014-07-02,8,49,37
2014-07-03,4,23,38
2014-07-03,5,38,58
2014-07-03,4,42,42
2014-07-03,1,8,82
2014-07-03,7,14,60
2014-07-04,2,50,106
2014-07-04,7,40,23
2014-07-04,6,14,50
2014-07-04,1,22,88
2014-07-04,3,48,81
2014-07-04,5,21,31
2014-07-04,2,36,132
2014-07-05,1,4,31
2014-07-05,6,49,22
2014-07-05,10,28,114
2014-07-05,2,48,88
2014-07-05,8,34,54
2014-07-05,8,32,72
2014-07-06,3,16,36
2014-07-06,9,49,48
2014-07-06,6,36,71
2014-07-06,2,20,95
2014-07-06,4,17,46
2014-07-07,4,49,31
2014-07-07,3,35,74
2014-07-08,8,12,97
2014-07-08,8,37,37
2014-07-08,1,23,26
2014-07-08,6,22,65
2014-07-08,2,5,36
2014-07-09,2,3,56
2014-07-09,8,40,41
2014-07-09,4,8,115
2014-07-09,2,18,98
2014-07-09,7,29,54
2014-07-09,5,35,48
2014-07-09,5,19,33
2014-07-10,8,37,52
2014-07-10,9,21,48
2014-07-10,6,20,35
2014-07-10,5,48,42
2014-07-11,9,8,128
2014-07-11,2,40,51
2014-07-11,6,11,58
2014-07-12,1,31,77
2014-07-12,4,10,97
2014-07-12,2,10,139
2014-07-12,6,25,80
2014-07-12,3,42,54
2014-07-12,9,27,39
2014-07-13,5,19,44
2014-07-13,9,21,64
2014-07-14,2,20,62
2014-07-14,10,29,63
2014-07-14,7,33,55
2014-07-14,1,43,50
2014-07-14,6,17,26
2014-07-14,1,20,52
2014-07-15,4,2,79
2014-07-15,2,29,104
2014-07-15,6,3,26
2014-07-15,3,21,58
2014-07-15,9,12,83
2014-07-15,7,17,29
2014-07-15,7,38,58
2014-07-15,9,15,88
2014-07-15,3,5,19
2014-07-16,1,48,55
2014-07-16,4,29,72
2014-07-17,1,41,17
2014-07-17,1,47,21
2014-07-17,10,10,93
2014-07-17,3,4,28
2014-07-17,6,25,75
2014-07-17,3,37,41
2014-07-17,10,27,36
2014-07-17,10,28,119
2014-07-18,2,37,40
2014-07-18,9,11,81
2014-07-18,3,33,93
2014-07-18,6,33,66
2014-07-18,3,15,134
2014-07-19,10,23,49
2014-07-19,6,13,93
2014-07-19,1,2,72
2014-07-19,3,43,82
2014-07-19,2,42,54
2014-07-20,5,31,76
2014-07-20,2,26,96
2014-07-20,3,16,36
2014-07-20,2,1,45
2014-07-21,2,28,123
2014-07-21,5,41,14
2014-07-21,8,36,92
2014-07-21,5,31,38
2014-07-21,4,19,41
2014-07-22,5,40,26
2014-07-22,2,27,37
2014-07-22,8,46,80
2014-07-23,7,29,56
2014-07-23,9,33,75
2014-07-23,9,3,34
2014-07-23,6,37,29
2014-07-23,8,24,91
2014-07-24,3,33,115
2014-07-24,10,24,81
2014-07-24,6,21,41
2014-07-25,8,24,101
2014-07-25,8,16,38
2014-07-25,4,34,36
2014-07-26,8,31,104
2014-07-26,3,32,72
2014-07-26,10,8,122
2014-07-26,9,50,104
2014-07-26,4,46,85
2014-07-27,4,34,34
2014-07-27,2,12,146
2014-07-27,6,20,52
2014-07-27,5,28,101
2014-07-27,8,10,134
2014-07-27,4,29,97
2014-07-27,3,7,98
2014-07-27,2,48,70
2014-07-28,2,24,84
2014-07-28,10,9,55
2014-07-28,7,25,60
2014-07-28,4,18,91
2014-07-28,8,48,60
2014-07-28,5,13,58
2014-07-29,7,19,38
2014-07-29,4,9,61
2014-07-29,9,32,63
2014-07-29,1,12,81
2014-07-29,10,16,39
2014-07-29,5,9,46
2014-07-30,8,34,37
2014-07-30,3,21,54
2014-07-30,10,34,32
2014-07-30,2,30,58
2014-07-30,8,50,106
2014-07-30,1,13,67
2014-07-30,10,9,69
2014-07-30,9,7,68
2014-07-31,4,26,59
2014-07-31,7,15,64
2014-07-31,9,36,90
2014-07-31,4,49,45
2014-08-01,5,5,20
2014-08-01,7,34,23
2014-08-01,7,49,21
2014-08-01,6,1,14
2014-08-01,5,1,18
2014-08-02,7,9,41
2014-08-02,5,30,32
2014-08-02,8,50,81
2014-08-02,4,44,35
2014-08-02,1,15,100
2014-08-02,6,32,47
2014-08-02,9,43,66
2014-08-02,7,23,21
2014-08-02,2,14,95
2014-08-03,9,2,77
2014-08-03,9,14,80
2014-08-03,4,12,95
2014-08-03,3,50,107
2014-08-03,4,31,85
2014-08-04,4,45,87
2014-08-04,4,10,62
2014-08-04,7,25,29
2014-08-04,2,33,72
2014-08-04,5,21,31
2014-08-05,10,40,35
2014-08-05,9,5,22
2014-08-05,10,9,54
2014-08-05,10,21,53
2014-08-05,8,39,46
2014-08-06,8,11,108
2014-08-06,9,44,37
2014-08-06,4,41,27
2014-08-06,4,4,28
2014-08-06,1,40,17
2014-08-06,2,49,39
2014-08-06,1,36,68
2014-08-07,1,3,34
2014-08-07,6,33,52
2014-08-07,4,50,74
2014-08-07,1,6,61
2014-08-07,7,40,20
2014-08-07,8,15,117
2014-08-08,9,21,48
2014-08-08,7,3,34
2014-08-09,5,28,81
2014-08-09,7,27,7
2014-08-09,8,30,67
2014-08-09,5,34,23
2014-08-10,2,2,96
2014-08-10,4,39,70
2014-08-10,7,5,16
2014-08-10,9,6,84
2014-08-10,6,39,53
2014-08-10,2,21,62
2014-08-11,1,33,44
2014-08-11,8,6,56
2014-08-11,10,5,19
2014-08-11,1,48,36
2014-08-11,7,11,44
2014-08-11,8,50,71
2014-08-11,5,50,28
2014-08-12,1,43,60
2014-08-12,7,29,33
2014-08-12,5,11,61
2014-08-12,10,28,95
2014-08-12,4,19,34
2014-08-12,1,31,45
2014-08-12,9,4,25
2014-08-13,10,19,46
2014-08-13,5,4,23
2014-08-13,2,24,92
2014-08-13,9,21,39
2014-08-13,9,16,25
2014-08-13,2,37,25
2014-08-13,7,9,43
2014-08-14,10,30,52
2014-08-14,9,11,91
2014-08-14,9,19,49
2014-08-14,6,39,27
2014-08-14,10,7,82
2014-08-14,1,45,67
2014-08-15,3,3,52
2014-08-15,10,14,78
2014-08-15,3,14,73
2014-08-15,1,29,67
2014-08-15,1,17,35
2014-08-15,10,49,39
2014-08-16,10,26,64
2014-08-16,4,45,98
2014-08-16,9,2,75
2014-08-16,4,31,83
2014-08-17,5,14,51
2014-08-17,8,11,98
2014-08-17,9,10,115
2014-08-17,5,15,95
2014-08-17,7,45,70
2014-08-18,2,5,22
2014-08-18,2,16,25
2014-08-18,4,11,46
2014-08-18,6,34,18
2014-08-18,2,38,83
2014-08-18,10,2,45
2014-08-19,10,33,87
2014-08-19,7,34,18
2014-08-19,5,36,52
2014-08-20,7,46,32
2014-08-20,7,21,23
2014-08-20,7,26,25
2014-08-21,8,50,90
2014-08-21,6,46,49
2014-08-21,2,28,131
2014-08-21,4,30,38
2014-08-22,5,40,23
2014-08-22,5,15,96
2014-08-22,6,8,62
2014-08-22,8,47,35
2014-08-22,8,20,78
2014-08-23,8,16,44
2014-08-23,8,20,68
2014-08-24,8,36,135
2014-08-24,6,50,64
2014-08-24,6,12,69
2014-08-24,9,36,106
2014-08-25,10,19,42
2014-08-25,8,42,34
2014-08-25,3,32,44
2014-08-25,1,5,22
2014-08-25,6,41,17
2014-08-25,6,16,14
2014-08-26,3,32,46
2014-08-26,2,38,113
2014-08-26,6,24,71
2014-08-26,3,45,94
2014-08-26,1,22,67
2014-08-27,5,17,22
2014-08-27,6,38,54
2014-08-27,8,23,33
2014-08-27,10,42,34
2014-08-27,4,33,72
2014-08-27,8,38,91
2014-08-27,2,49,42
2014-08-27,3,2,51
2014-08-27,4,34,24
2014-08-27,3,10,74
2014-08-28,2,49,37
2014-08-28,3,16,37
2014-08-28,9,7,61
2014-08-28,1,15,87
2014-08-28,1,30,31
2014-08-28,9,47,22
2014-08-28,3,8,97
2014-08-28,6,27,25
2014-08-29,8,48,71
2014-08-29,3,35,87
2014-08-29,10,26,39
2014-08-29,4,47,18
2014-08-29,7,41,17
2014-08-29,7,26,41
2014-08-29,10,32,47
2014-08-29,6,27,21
2014-08-29,4,30,46
2014-08-29,2,29,104
2014-08-30,7,49,29
2014-08-30,1,41,24
2014-08-30,3,11,89
2014-08-30,10,2,66
2014-08-30,1,20,50
2014-08-30,5,15,78
2014-08-31,8,3,59
2014-08-31,9,18,127
2014-08-31,6,45,81
2014-08-31,8,18,131
2014-08-31,2,8,144
2014-08-31,6,19,40
2014-09-01,2,2,70
2014-09-01,3,48,42
2014-09-01,2,33,68
2014-09-01,3,36,66
2014-09-01,7,50,29
2014-09-01,5,11,50
2014-09-02,3,17,34
2014-09-02,3,35,71
2014-09-02,8,1,27
2014-09-02,9,22,77
2014-09-02,9,16,24
2014-09-03,10,20,54
2014-09-03,5,8,59
2014-09-03,7,23,22
2014-09-03,9,4,14
2014-09-03,4,29,64
2014-09-04,6,46,43
2014-09-04,3,24,77
2014-09-04,5,18,54
2014-09-04,5,41,8
2014-09-05,6,9,48
2014-09-05,1,26,40
2014-09-06,9,25,94
2014-09-06,8,47,24
2014-09-06,3,39,59
2014-09-06,10,44,38
2014-09-06,4,25,93
2014-09-06,8,1,35
2014-09-07,7,6,39
2014-09-07,6,12,55
2014-09-07,9,12,107
2014-09-07,7,21,40
2014-09-07,2,17,55
2014-09-07,4,7,84
2014-09-08,2,35,61
2014-09-08,2,18,82
2014-09-08,4,34,26
2014-09-08,4,16,17
2014-09-08,8,49,26
2014-09-09,9,33,69
2014-09-09,6,11,38
2014-09-09,9,4,26
2014-09-09,7,33,43
2014-09-09,3,12,73
2014-09-10,3,37,38
2014-09-10,9,31,58
2014-09-10,2,10,81
2014-09-10,3,13,96
2014-09-10,2,27,31
2014-09-10,10,37,39
2014-09-11,6,6,44
2014-09-11,2,20,64
2014-09-11,1,50,63
2014-09-11,4,11,72
2014-09-11,1,33,51
2014-09-11,9,15,88
2014-09-11,7,13,60
2014-09-11,2,39,58
2014-09-12,7,11,52
2014-09-12,5,11,71
2014-09-12,8,20,56
2014-09-12,10,11,87
2014-09-13,4,26,65
2014-09-13,1,16,30
2014-09-13,3,31,80
2014-09-13,4,29,89
2014-09-13,1,6,64
2014-09-13,2,34,32
2014-09-13,3,42,38
2014-09-14,2,36,108
2014-09-14,7,35,54
2014-09-14,10,45,121
2014-09-14,10,43,74
2014-09-14,8,10,115
2014-09-14,9,17,54
2014-09-14,9,39,51
2014-09-14,9,3,44
2014-09-15,3,27,25
2014-09-15,6,2,30
2014-09-15,7,16,10
2014-09-15,6,31,35
2014-09-15,2,23,30
2014-09-16,7,4,8
2014-09-16,7,24,38
2014-09-16,1,8,62
2014-09-16,7,41,14
2014-09-16,1,24,51
2014-09-16,6,27,14
2014-09-16,6,22,55
2014-09-17,3,4,20
2014-09-17,2,21,55
2014-09-17,5,50,45
2014-09-17,8,33,69
2014-09-17,5,33,47
2014-09-17,8,5,20
2014-09-18,3,18,95
2014-09-18,2,6,62
2014-09-18,3,34,36
2014-09-18,7,4,14
2014-09-18,5,7,48
2014-09-18,5,27,18
2014-09-18,10,30,41
2014-09-19,2,11,100
2014-09-19,8,21,46
2014-09-19,9,29,89
2014-09-19,10,14,57
2014-09-19,9,7,54
2014-09-19,10,18,96
2014-09-19,4,2,75
2014-09-20,10,37,40
2014-09-20,4,31,65
2014-09-20,10,50,89
2014-09-20,1,9,48
2014-09-20,10,43,67
2014-09-21,5,36,69
2014-09-21,2,3,48
2014-09-22,10,33,72
2014-09-22,4,11,63
2014-09-22,7,48,27
2014-09-22,8,30,39
2014-09-22,8,34,29
2014-09-22,7,44,18
2014-09-22,9,17,30
2014-09-22,8,11,65
2014-09-22,6,11,43
2014-09-23,7,46,38
2014-09-23,9,4,18
2014-09-23,6,17,31
2014-09-23,7,29,38
2014-09-23,2,44,37
2014-09-23,7,8,54
2014-09-24,4,23,22
2014-09-24,2,31,66
2014-09-24,2,38,103
2014-09-24,10,22,78
2014-09-24,2,4,26
2014-09-24,2,11,87
2014-09-24,9,12,58
2014-09-24,7,22,51
2014-09-25,3,28,100
2014-09-25,10,48,61
2014-09-25,9,5,16
2014-09-25,10,8,91
2014-09-26,10,15,106
2014-09-26,7,8,53
2014-09-26,7,9,34
2014-09-26,1,24,58
2014-09-26,5,48,37
2014-09-26,7,42,32
